#{"t_start": 1743951807.245285, "env_id": "None"}
r,l,t
-16.9,69,8489.630049
-10.1,1,8498.229175
-10.3,3,8516.84535
-11.9,19,8623.071622
18.6,14,8702.041955
-11.3,13,8774.889623
-10.1,1,8783.469186
-10.6,6,8819.95878
-10.8,8,8857.757441
-10.3,3,8875.362847
-10.1,1,8887.366887
-10.8,8,8929.440977
-10.6,6,8961.544874
-10.9,9,9012.253328
17.3,27,9149.972008
-16.4,64,9492.986335
27.5,25,9621.087978
-10.4,4,9644.128845
-10.5,5,9671.759846
-10.1,1,9676.86064
-10.2,2,9690.0
-10.4,4,9716.643986
-10.7,7,9748.818054
-10.7,7,9789.886173
-10.1,1,9801.870038
18.8,12,9858.16764
-10.9,9,9916.412288
27.2,28,10059.56715
-10.5,5,10087.093841
-10.1,1,10095.687161
-10.4,4,10114.955493
-10.3,3,10133.106972
-11.9,19,10233.56298
-10.8,8,10271.631609
-10.6,6,10300.165639
-15.6,56,10618.747413
19.0,10,10674.58831
-11.3,13,10747.005573
-11.3,13,10812.630686
-10.8,8,10857.768306
-14.0,40,11074.262156
-10.0,100,11591.858875
-10.5,5,11618.891211
-10.4,4,11645.884402
-10.0,100,12164.5509
-10.7,7,12197.18378
-12.3,23,12315.373265
-10.7,7,12355.358765
-11.6,16,12440.85572
-10.1,1,12452.950475
29.0,10,12507.655442
-12.0,20,12608.987468
-10.9,9,12663.51926
-11.5,15,12741.280886
-10.1,1,12749.85622
-10.0,100,13265.555074
-12.8,28,13417.11837
-10.9,9,13470.225431
-18.9,89,13924.113736
-10.6,6,13956.719161
16.4,36,14140.79465
-13.2,32,14303.935847
-10.3,3,14329.422623
-13.7,37,14517.080309
28.8,12,14574.84957
-10.7,7,14607.836412
-10.6,6,14636.277462
-10.0,100,15165.777025
-11.6,16,15247.617195
-12.7,27,15392.337473
-10.1,1,15404.326465
-10.9,9,15446.58708
-10.5,5,15469.674885
-10.1,1,15478.274526
-10.6,6,15506.24539
-15.4,54,15778.223862
-11.5,15,15852.371866
-14.3,43,16074.200726
-10.6,6,16109.734042
-10.9,9,16151.412437
-10.6,6,16188.663582
-10.1,1,16197.257567
-10.6,6,16233.915008
17.6,24,16360.503244
-10.8,8,16400.226741
-10.1,1,16408.826421
-10.9,9,16451.036456
-14.6,46,16677.235105
-10.2,2,16690.333777
-10.6,6,16719.41565
-11.1,11,16776.1534
-11.0,10,16830.877108
-11.8,18,16916.576746
-10.9,9,16962.102188
-10.6,6,16989.73736
-10.1,1,16998.317075
-10.8,8,17035.904562
-10.6,6,17063.503505
-10.1,1,17072.08462
16.8,32,17241.837901
-11.0,10,17288.864788
-10.1,1,17293.94118
-10.1,1,17302.539952
-10.0,100,17834.417395
-10.6,6,17856.643935
-10.8,8,17894.631511
-10.1,1,17903.192478
-11.8,18,18004.070535
-10.1,1,18012.648932
-15.1,51,18272.591696
-10.1,1,18281.161867
-11.3,13,18362.326897
-10.8,8,18400.484807
-10.3,3,18419.082036
-10.3,3,18433.649284
-11.4,14,18506.266489
-14.4,44,18722.075209
-10.6,6,18750.537922
-10.8,8,18804.028242
-11.5,15,18874.76048
-10.7,7,18911.877147
-10.1,1,18920.470595
-10.6,6,18954.27823
-10.3,3,18968.258375
-12.3,23,19082.917621
-11.5,15,19159.835842
-11.9,19,19259.691798
-10.8,8,19301.147686
-14.5,45,19529.91748
-10.1,1,19535.017757
-10.1,1,19540.097286
-14.4,44,19768.823457
29.1,9,19810.839768
-10.7,7,19844.344109
19.3,7,19880.961569
-10.8,8,19926.137075
-10.1,1,19931.237098
-10.1,1,19936.337233
-11.0,10,19987.941016
-18.3,83,20425.81656
-10.1,1,20430.90149
-19.3,93,20886.901953
28.7,13,20963.046691
-10.8,8,21000.514639
-10.1,1,21012.553013
-10.4,4,21035.60725
-11.1,11,21087.664114
-10.7,7,21128.711832
-10.1,1,21137.285066
-10.8,8,21174.927589
-10.6,6,21211.66023
-11.5,15,21286.214988
-11.1,11,21349.978651
-10.1,1,21355.079231
