#{"t_start": 1743951806.064638, "env_id": "None"}
r,l,t
-10.7,7,11895.845801
-10.3,3,11909.844429
-10.1,1,11914.915793
-11.2,12,11976.073085
-10.1,1,11981.172211
-10.6,6,12017.4244
-11.6,16,12096.244617
-10.8,8,12133.80574
28.8,12,12193.380979
-10.6,6,12221.978504
-14.6,46,12476.693831
-12.8,28,12623.734694
-11.1,11,12687.832506
-10.3,3,12701.859119
-10.8,8,12742.460423
-10.1,1,12751.039189
18.9,11,12814.443345
-10.3,3,12832.116832
-10.5,5,12855.223774
-10.1,1,12860.323408
-10.1,1,12868.922435
-13.5,35,13051.990427
-10.8,8,13089.115345
-10.1,1,13097.693532
-11.5,15,13166.94908
-10.0,100,13681.155144
-11.0,10,13738.721695
-13.4,34,13908.292057
-11.7,17,14000.065355
-10.2,2,14013.114163
-11.6,16,14094.787387
-10.1,1,14103.366576
-10.4,4,14122.885733
-10.6,6,14151.410906
-10.4,4,14170.395756
-11.5,15,14246.160544
-15.7,57,14546.920323
-10.6,6,14576.029066
28.7,13,14637.452605
-10.8,8,14675.559701
-12.3,23,14789.401679
-10.1,1,14797.994284
-11.2,12,14862.200917
-10.1,1,14870.815673
-11.8,18,14976.533239
-12.1,21,15083.535327
-10.4,4,15102.629802
-10.1,1,15111.189105
-16.1,61,15433.671134
-12.9,29,15579.691354
-10.8,8,15621.905195
-11.1,11,15677.628506
-11.3,13,15738.285753
-10.7,7,15774.412171
-10.8,8,15812.006603
-10.1,1,15817.085231
-10.6,6,15845.062018
-11.4,14,15926.207876
14.1,59,16240.109938
-13.4,34,16423.521924
-10.8,8,16457.217777
-10.0,100,16954.776372
-12.4,24,17081.774343
-10.7,7,17123.481743
-11.0,10,17173.629992
-14.1,41,17385.548738
-12.3,23,17501.659505
-12.2,22,17624.109487
-10.0,100,18139.308847
-11.3,13,18205.373065
-10.6,6,18237.511866
-10.1,1,18246.108427
-10.7,7,18287.310163
-10.4,4,18306.848164
-10.6,6,18350.539145
19.4,6,18382.585841
-10.0,100,18894.007122
-11.6,16,18982.541864
-19.6,96,19472.484379
-10.9,9,19513.534347
-10.4,4,19536.102675
-11.1,11,19591.39234
-10.1,1,19599.952665
-10.6,6,19628.036741
19.1,9,19674.121816
-10.3,3,19688.195525
-11.1,11,19747.402931
-10.1,1,19752.482297
-11.3,13,19817.00594
-11.1,11,19872.650957
16.7,33,20049.862112
18.9,11,20105.929138
-13.7,37,20302.678941
-15.1,51,20560.012466
-14.6,46,20784.686813
-10.3,3,20799.280222
-12.7,27,20941.735661
-10.4,4,20964.26724
-16.3,63,21304.458579
-10.3,3,21322.613014
